employee_id,full_name,gender,age,date_of_birth,marital_status,education_level,domicile_city,domicile_province,hire_date,employment_status,department_id,job_id,manager_id,work_location,employee_type
1182,Dewi Wijaya,Female,27,1998-11-26,Single,Master,Jakarta,DKI Jakarta,2023-10-25,Active,7,10,1007,Jakarta HQ,Permanent
1183,Umi Pratama,Female,26,1999-02-21,Single,Bachelor,Jakarta,DKI Jakarta,2023-06-27,Active,6,13,1006,Jakarta HQ,Permanent
1184,Gita Nugroho,Female,36,1989-08-03,Single,Diploma,Bandung,Jawa Barat,2020-07-10,Resigned,6,14,1006,Bandung Office,Contract
1185,Anto Handayani,Male,33,1992-02-11,Single,Doctorate,Jakarta,DKI Jakarta,2017-06-03,Active,6,14,1006,Jakarta HQ,Permanent
1186,Kirana Anwar,Female,27,1998-12-07,Married,Diploma,Depok,Jawa Barat,2024-04-05,Active,4,7,1004,Jakarta HQ,Permanent
1187,Vania Maulana,Female,37,1988-05-21,Married,Bachelor,Bekasi,Jawa Barat,2021-06-28,Active,6,14,1006,Jakarta HQ,Contract
1188,Oka Lubis,Male,41,1984-12-13,Single,Bachelor,Surabaya,Jawa Timur,2018-10-07,Active,5,12,1005,Surabaya Office,Permanent
1189,Vania Maulana,Female,28,1997-10-14,Married,High School,Tangerang,Banten,2023-01-27,Active,1,1,1001,Jakarta HQ,Permanent
1190,Bella Lubis,Female,26,1999-11-23,Married,Bachelor,Tangerang,Banten,2022-03-31,Active,2,5,1002,Remote,Permanent
1191,Jelita Hutapea,Female,27,1998-07-19,Single,Diploma,Tangerang,Banten,2025-05-27,Active,4,7,1004,Jakarta HQ,Permanent
1192,Taufik Hakim,Male,23,2002-01-23,Married,Bachelor,Jakarta,DKI Jakarta,2024-10-27,Active,4,7,1004,Jakarta HQ,Permanent
1193,Hana Lestari,Female,40,1985-07-09,Married,Bachelor,Jakarta,DKI Jakarta,2014-10-03,Active,1,3,1001,Jakarta HQ,Permanent
1194,Rangga Ramadhan,Male,35,1990-11-24,Single,High School,Surabaya,Jawa Timur,2023-07-09,Active,8,9,1008,Remote,Permanent
1195,Citra Simanjuntak,Female,28,1997-04-11,Married,Diploma,Medan,Sumatera Utara,2024-04-02,Active,9,16,1009,Medan Office,Permanent
1196,Citra Cahyani,Female,27,1998-08-28,Single,Bachelor,Jakarta,DKI Jakarta,2023-05-27,Resigned,1,2,1001,Jakarta HQ,Permanent
1197,Hendra Santoso,Male,42,1983-03-01,Married,Master,Jakarta,DKI Jakarta,2016-10-22,Active,5,12,1005,Jakarta HQ,Permanent
1198,Jefri Hartono,Male,48,1977-08-02,Married,Bachelor,Jakarta,DKI Jakarta,2020-06-12,Active,5,12,1005,Jakarta HQ,Permanent
1199,Ika Maulana,Female,28,1997-02-19,Married,Master,Tangerang,Banten,2025-03-24,Active,9,16,1009,Remote,Permanent
1200,Surya Wibowo,Male,27,1998-04-05,Single,Bachelor,Jakarta,DKI Jakarta,2022-09-08,Active,7,10,1007,Remote,Intern
1201,Hadi Handayani,Male,35,1990-11-10,Married,Master,Jakarta,DKI Jakarta,2013-10-15,Active,1,3,1001,Jakarta HQ,Permanent
1202,Lukman Lestari,Male,42,1983-08-18,Single,Diploma,Jakarta,DKI Jakarta,2014-06-30,Active,1,3,1001,Remote,Contract
1203,Zahra Handayani,Female,35,1990-10-09,Married,Diploma,Balikpapan,Kalimantan Timur,2023-10-22,Active,1,2,1001,Jakarta HQ,Contract
1204,Faisal Anggraini,Male,28,1997-10-14,Single,Diploma,Jakarta,DKI Jakarta,2021-02-21,Active,7,10,1007,Jakarta HQ,Permanent
1205,Pertiwi Hartono,Female,36,1989-05-16,Single,Bachelor,Bandung,Jawa Barat,2018-01-26,Active,8,9,1008,Remote,Contract
1206,Yuni Halim,Female,30,1995-08-12,Single,Master,Jakarta,DKI Jakarta,2023-04-18,Active,2,5,1002,Remote,Permanent
1207,Naufal Wibowo,Male,28,1997-02-08,Married,Master,Bekasi,Jawa Barat,2023-06-19,Active,7,10,1007,Jakarta HQ,Permanent
1208,Lukman Hakim,Male,37,1988-10-11,Single,Master,Tangerang,Banten,2017-10-20,Active,10,18,1010,Jakarta HQ,Contract
1209,Lukman Tanjung,Male,26,1999-02-02,Married,Master,Jakarta,DKI Jakarta,2024-07-12,Active,7,10,1007,Jakarta HQ,Permanent
1210,Joko Sinaga,Male,34,1991-02-28,Single,Diploma,Makassar,Sulawesi Selatan,2014-05-02,Active,1,3,1001,Jakarta HQ,Permanent
1211,Dinda Tanjung,Female,36,1989-06-06,Single,Bachelor,Jakarta,DKI Jakarta,2016-05-05,Active,1,2,1001,Jakarta HQ,Permanent
1212,Mira Wijaya,Female,35,1990-10-11,Single,Diploma,Depok,Jawa Barat,2013-07-14,Active,6,14,1006,Remote,Permanent
1213,Tania Sari,Female,29,1996-01-09,Married,High School,Tangerang,Banten,2024-06-27,Active,2,5,1002,Jakarta HQ,Permanent
1214,Hesti Mahendra,Female,27,1998-09-13,Single,Bachelor,Surabaya,Jawa Timur,2025-03-01,Active,4,7,1004,Surabaya Office,Contract
1215,Gilang Saputra,Male,27,1998-03-13,Married,Bachelor,Bekasi,Jawa Barat,2024-09-24,Resigned,1,1,1001,Jakarta HQ,Permanent
1216,Dinda Pratama,Female,26,1999-02-11,Married,Bachelor,Bandung,Jawa Barat,2024-07-27,Active,1,2,1001,Bandung Office,Permanent
1217,Hesti Susilo,Female,36,1989-06-01,Single,High School,Jakarta,DKI Jakarta,2016-09-20,Active,1,4,1001,Jakarta HQ,Permanent
1218,Hadi Putri,Male,28,1997-08-16,Single,Diploma,Depok,Jawa Barat,2023-09-17,Active,2,5,1002,Jakarta HQ,Permanent
1219,Surya Manurung,Male,26,1999-03-25,Married,Bachelor,Tangerang,Banten,2024-09-19,Active,4,8,1004,Jakarta HQ,Permanent
1220,Yuliana Halim,Female,35,1990-04-16,Married,Bachelor,Jakarta,DKI Jakarta,2020-09-23,Resigned,3,15,1003,Jakarta HQ,Permanent
1221,Edwin Hakim,Male,35,1990-04-26,Single,Master,Jakarta,DKI Jakarta,2019-08-31,Active,10,18,1010,Remote,Permanent
1222,Elsa Handayani,Female,32,1993-09-13,Married,Bachelor,Bandung,Jawa Barat,2019-06-15,Resigned,4,8,1004,Bandung Office,Contract
1223,Naufal Sinaga,Male,38,1987-02-04,Married,Bachelor,Surabaya,Jawa Timur,2015-09-14,Active,1,2,1001,Surabaya Office,Permanent
1224,Surya Cahyani,Male,28,1997-10-20,Single,Bachelor,Jakarta,DKI Jakarta,2021-10-14,Active,4,8,1004,Jakarta HQ,Permanent
1225,Umi Putri,Female,38,1987-08-28,Married,Bachelor,Jakarta,DKI Jakarta,2021-07-09,Active,3,3,1003,Jakarta HQ,Permanent
1226,Cahyo Tanjung,Male,30,1995-06-27,Single,Bachelor,Surabaya,Jawa Timur,2025-02-11,Active,5,11,1005,Remote,Permanent
1227,Made Anggraini,Male,25,2000-01-15,Married,Bachelor,Tangerang,Banten,2025-05-01,Active,4,7,1004,Jakarta HQ,Permanent
1228,Edwin Hakim,Male,45,1980-10-18,Married,Bachelor,Jakarta,DKI Jakarta,2017-05-11,Active,1,3,1001,Jakarta HQ,Permanent
1229,Salsabila Wibowo,Female,36,1989-04-09,Single,Master,Jakarta,DKI Jakarta,2018-02-14,Active,1,2,1001,Jakarta HQ,Permanent
1230,Oka Putri,Male,26,1999-07-13,Married,Bachelor,Jakarta,DKI Jakarta,2023-03-12,Active,5,11,1005,Jakarta HQ,Permanent
1231,Oktavia Nasution,Female,30,1995-05-22,Married,Bachelor,Jakarta,DKI Jakarta,2024-02-29,Active,4,8,1004,Jakarta HQ,Permanent
1232,Jefri Hartono,Male,26,1999-10-13,Single,Bachelor,Surabaya,Jawa Timur,2023-08-23,Active,8,9,1008,Surabaya Office,Permanent
1233,Oki Hutapea,Male,36,1989-08-22,Married,Bachelor,Jakarta,DKI Jakarta,2019-02-17,Active,1,2,1001,Remote,Permanent
1234,Wulan Handayani,Female,25,2000-06-08,Single,Master,Surabaya,Jawa Timur,2023-04-01,Active,6,13,1006,Surabaya Office,Permanent
1235,Made Lubis,Male,27,1998-11-13,Divorced,Bachelor,Bandung,Jawa Barat,2022-06-03,Active,8,9,1008,Bandung Office,Intern
1236,Lukman Handayani,Male,33,1992-06-21,Married,Diploma,Depok,Jawa Barat,2022-05-26,Active,8,9,1008,Remote,Permanent
1237,Doni Sutanto,Male,28,1997-07-16,Single,Bachelor,Jakarta,DKI Jakarta,2022-10-31,Active,4,7,1004,Jakarta HQ,Contract
1238,Putri Wibowo,Female,27,1998-05-05,Single,Master,Bandung,Jawa Barat,2025-04-19,Resigned,1,1,1001,Bandung Office,Permanent
1239,Yudi Maulana,Male,31,1994-08-12,Single,Bachelor,Jakarta,DKI Jakarta,2018-07-30,Active,4,8,1004,Jakarta HQ,Intern
1240,Kirana Pertiwi,Female,27,1998-12-21,Single,Doctorate,Yogyakarta,DI Yogyakarta,2025-04-23,Active,1,1,1001,Jakarta HQ,Permanent
1241,Hadi Wardhana,Male,29,1996-07-04,Single,Bachelor,Tangerang,Banten,2023-03-05,Active,5,11,1005,Jakarta HQ,Permanent
1242,Gilang Lubis,Male,23,2002-05-04,Married,Bachelor,Jakarta,DKI Jakarta,2025-02-20,Active,4,7,1004,Jakarta HQ,Permanent
1243,Nanda Halim,Male,27,1998-04-01,Single,Diploma,Medan,Sumatera Utara,2025-09-17,Active,2,5,1002,Medan Office,Permanent
1244,Salsabila Wibowo,Female,29,1996-05-09,Single,Master,Jakarta,DKI Jakarta,2022-10-08,Resigned,6,13,1006,Remote,Permanent
1245,Citra Nugroho,Female,24,2001-11-21,Married,Diploma,Jakarta,DKI Jakarta,2024-05-17,Active,6,13,1006,Jakarta HQ,Contract
1246,Faisal Setiawan,Male,47,1978-12-28,Married,Diploma,Depok,Jawa Barat,2015-04-03,Terminated,1,4,1001,Jakarta HQ,Contract
1247,Gladys Manurung,Female,49,1976-03-20,Married,Master,Depok,Jawa Barat,2016-05-04,Active,1,4,1001,Jakarta HQ,Permanent
1248,Eko Kusuma,Male,36,1989-06-01,Married,Bachelor,Surabaya,Jawa Timur,2016-01-13,Active,4,8,1004,Surabaya Office,Permanent
1249,Putri Halim,Female,46,1979-11-22,Single,Bachelor,Semarang,Jawa Tengah,2016-08-19,Active,5,12,1005,Jakarta HQ,Permanent
1250,Elsa Tanjung,Female,31,1994-04-11,Married,Diploma,Bandung,Jawa Barat,2022-10-08,Active,7,10,1007,Bandung Office,Permanent
1251,Erika Hidayat,Female,23,2002-08-24,Married,Bachelor,Bandung,Jawa Barat,2025-09-10,Active,4,7,1004,Remote,Intern
1252,Farah Sari,Female,27,1998-01-27,Married,Bachelor,Jakarta,DKI Jakarta,2024-03-14,Active,5,11,1005,Jakarta HQ,Permanent
1253,Yoga Rahmawati,Male,34,1991-09-12,Married,Bachelor,Yogyakarta,DI Yogyakarta,2023-10-10,Active,1,2,1001,Jakarta HQ,Permanent
1254,Bella Permana,Female,29,1996-04-23,Married,Diploma,Surabaya,Jawa Timur,2023-09-08,Active,1,1,1001,Remote,Contract
1255,Adinda Siregar,Female,22,2003-09-14,Single,Master,Surabaya,Jawa Timur,2022-02-15,Active,4,7,1004,Surabaya Office,Permanent
1256,Anto Wardhana,Male,42,1983-05-13,Married,Bachelor,Bandung,Jawa Barat,2017-06-06,Active,5,12,1005,Remote,Permanent
1257,Lestari Permana,Female,36,1989-04-20,Divorced,Diploma,Medan,Sumatera Utara,2018-05-11,Active,6,14,1006,Remote,Permanent
1258,Lestari Halim,Female,28,1997-11-24,Single,Bachelor,Semarang,Jawa Tengah,2023-03-31,Resigned,5,11,1005,Jakarta HQ,Permanent
1259,Yuliana Kusuma,Female,24,2001-01-23,Single,Master,Surabaya,Jawa Timur,2023-07-21,Active,6,13,1006,Remote,Permanent
1260,Wahyu Rahmawati,Male,37,1988-11-02,Divorced,Diploma,Bandung,Jawa Barat,2018-04-19,Active,8,9,1008,Bandung Office,Permanent
1261,Rina Iskandar,Female,41,1984-12-07,Single,Bachelor,Jakarta,DKI Jakarta,2018-03-19,Active,1,4,1001,Jakarta HQ,Permanent
1262,Naufal Kusuma,Male,26,1999-06-15,Married,Bachelor,Jakarta,DKI Jakarta,2024-10-12,Resigned,4,8,1004,Jakarta HQ,Permanent
1263,Vino Siregar,Male,29,1996-03-17,Single,Master,Jakarta,DKI Jakarta,2024-02-17,Active,4,8,1004,Jakarta HQ,Permanent
1264,Pandu Siregar,Male,33,1992-09-27,Married,Bachelor,Tangerang,Banten,2024-09-04,Active,2,6,1002,Jakarta HQ,Contract
1265,Hadi Mahendra,Male,43,1982-09-24,Married,Bachelor,Medan,Sumatera Utara,2018-10-22,Active,5,12,1005,Medan Office,Permanent
1266,Farhan Ramadhan,Male,28,1997-09-18,Married,Master,Jakarta,DKI Jakarta,2024-09-29,Active,8,9,1008,Jakarta HQ,Permanent
1267,Elsa Susilo,Female,26,1999-08-23,Married,Bachelor,Jakarta,DKI Jakarta,2023-10-14,Active,7,10,1007,Remote,Permanent
1268,Bambang Sutanto,Male,31,1994-01-13,Married,Bachelor,Bekasi,Jawa Barat,2019-09-04,Active,2,6,1002,Jakarta HQ,Permanent
1269,Yudi Putri,Male,23,2002-05-25,Married,Diploma,Jakarta,DKI Jakarta,2022-04-21,Active,1,1,1001,Jakarta HQ,Permanent
1270,Jelita Putri,Female,36,1989-12-21,Single,Bachelor,Bekasi,Jawa Barat,2019-10-29,Terminated,7,10,1007,Jakarta HQ,Permanent
1271,Yoga Permana,Male,48,1977-11-28,Single,Diploma,Jakarta,DKI Jakarta,2014-08-24,Active,9,17,1009,Jakarta HQ,Contract
1272,Elsa Rahmawati,Female,36,1989-02-09,Single,Bachelor,Surabaya,Jawa Timur,2023-07-24,Active,7,10,1007,Surabaya Office,Permanent
1273,Edwin Sari,Male,26,1999-12-19,Single,Bachelor,Bekasi,Jawa Barat,2024-01-17,Active,5,11,1005,Jakarta HQ,Contract
1274,Zaki Maulana,Male,40,1985-08-15,Married,Diploma,Surabaya,Jawa Timur,2015-05-05,Resigned,6,14,1006,Surabaya Office,Permanent
1275,Reza Saputra,Male,37,1988-02-01,Single,High School,Semarang,Jawa Tengah,2016-10-19,Active,7,10,1007,Jakarta HQ,Permanent
1276,Jelita Iskandar,Female,32,1993-04-25,Married,Bachelor,Bandung,Jawa Barat,2020-08-26,Active,8,9,1008,Bandung Office,Contract
1277,Indah Anwar,Female,28,1997-03-19,Single,Bachelor,Medan,Sumatera Utara,2023-02-28,Active,7,10,1007,Remote,Permanent
1278,Faisal Wijaya,Male,36,1989-11-11,Married,Bachelor,Depok,Jawa Barat,2021-02-09,Active,5,12,1005,Jakarta HQ,Permanent
1279,Anto Wibowo,Male,30,1995-07-12,Married,Bachelor,Surabaya,Jawa Timur,2023-02-26,Resigned,3,1,1003,Surabaya Office,Permanent
1280,Lukman Pratama,Male,31,1994-10-23,Single,Bachelor,Tangerang,Banten,2018-09-04,Active,4,8,1004,Jakarta HQ,Permanent
1281,Candra Maulana,Male,35,1990-10-06,Single,Diploma,Jakarta,DKI Jakarta,2022-02-13,Resigned,4,8,1004,Jakarta HQ,Contract
1282,Tania Rahmawati,Female,23,2002-04-15,Married,Master,Jakarta,DKI Jakarta,2022-03-01,Active,4,7,1004,Jakarta HQ,Permanent
1283,Yudi Sari,Male,49,1976-10-19,Married,Master,Jakarta,DKI Jakarta,2021-07-08,Resigned,5,12,1005,Remote,Permanent
1284,Pandu Nasution,Male,26,1999-09-17,Married,Master,Bandung,Jawa Barat,2024-09-15,Active,7,10,1007,Remote,Permanent
1285,Candra Siregar,Male,48,1977-04-26,Married,Bachelor,Jakarta,DKI Jakarta,2015-04-23,Active,5,12,1005,Jakarta HQ,Permanent
1286,Fitri Rahmawati,Female,30,1995-07-09,Single,High School,Tangerang,Banten,2024-10-30,Active,2,5,1002,Jakarta HQ,Permanent
1287,Gilang Susilo,Male,43,1982-11-19,Single,Bachelor,Yogyakarta,DI Yogyakarta,2018-06-23,Active,6,14,1006,Jakarta HQ,Permanent
1288,Leo Simanjuntak,Male,33,1992-05-10,Married,Bachelor,Surabaya,Jawa Timur,2019-04-14,Active,3,15,1003,Surabaya Office,Permanent
1289,Wisnu Simanjuntak,Male,35,1990-12-22,Married,Bachelor,Jakarta,DKI Jakarta,2024-08-11,Active,1,2,1001,Jakarta HQ,Permanent
1290,Farhan Nasution,Male,31,1994-12-13,Married,Diploma,Jakarta,DKI Jakarta,2019-02-10,Resigned,1,3,1001,Jakarta HQ,Permanent
1291,Oka Lubis,Male,37,1988-10-06,Divorced,Bachelor,Jakarta,DKI Jakarta,2022-05-02,Active,1,3,1001,Remote,Permanent
1292,Eko Handayani,Male,34,1991-05-24,Married,Diploma,Jakarta,DKI Jakarta,2016-01-10,Active,3,2,1003,Jakarta HQ,Contract
1293,Indra Ramadhan,Male,34,1991-02-17,Married,Master,Makassar,Sulawesi Selatan,2020-05-12,Active,4,8,1004,Jakarta HQ,Permanent
1294,Putri Sari,Female,44,1981-11-15,Married,Bachelor,Bandung,Jawa Barat,2013-10-21,Active,6,14,1006,Bandung Office,Permanent
1295,Jihan Hutapea,Female,26,1999-12-27,Single,Bachelor,Jakarta,DKI Jakarta,2023-06-28,Active,7,10,1007,Jakarta HQ,Permanent
1296,Sari Hakim,Female,25,2000-08-24,Single,Bachelor,Surabaya,Jawa Timur,2024-07-04,Active,2,5,1002,Surabaya Office,Permanent
1297,Farhan Tanjung,Male,22,2003-09-02,Married,Master,Depok,Jawa Barat,2022-04-26,Active,1,1,1001,Jakarta HQ,Permanent
1298,Mario Maulana,Male,31,1994-09-26,Married,Bachelor,Medan,Sumatera Utara,2019-03-04,Active,10,18,1010,Remote,Permanent
1299,Adi Nugroho,Male,41,1984-07-19,Single,Bachelor,Jakarta,DKI Jakarta,2021-05-20,Active,1,4,1001,Jakarta HQ,Contract
1300,Nanda Wardhana,Male,27,1998-06-28,Married,Master,Bandung,Jawa Barat,2022-06-12,Active,2,5,1002,Bandung Office,Permanent
1301,Maya Susilo,Female,38,1987-12-05,Married,Bachelor,Jakarta,DKI Jakarta,2017-10-30,Active,7,10,1007,Jakarta HQ,Permanent
1302,Mario Anggraini,Male,32,1993-02-23,Single,Bachelor,Jakarta,DKI Jakarta,2022-10-03,Active,7,10,1007,Jakarta HQ,Permanent
1303,Cahyo Pertiwi,Male,41,1984-11-20,Married,Bachelor,Bekasi,Jawa Barat,2019-01-12,Active,3,3,1003,Jakarta HQ,Permanent
1304,Anggita Harahap,Female,30,1995-08-21,Married,Bachelor,Depok,Jawa Barat,2023-08-09,Active,4,8,1004,Jakarta HQ,Contract
1305,Vino Rahmawati,Male,38,1987-10-21,Married,Bachelor,Yogyakarta,DI Yogyakarta,2016-06-18,Active,1,3,1001,Jakarta HQ,Permanent
1306,Putra Kusuma,Male,23,2002-04-06,Single,Bachelor,Jakarta,DKI Jakarta,2022-09-11,Active,1,1,1001,Jakarta HQ,Permanent
1307,Joko Handayani,Male,42,1983-05-08,Single,High School,Bandung,Jawa Barat,2019-06-11,Active,10,18,1010,Remote,Permanent
1308,Krisna Setiawan,Male,49,1976-03-23,Married,Bachelor,Bekasi,Jawa Barat,2014-08-06,Active,9,17,1009,Jakarta HQ,Permanent
1309,Oki Handayani,Male,33,1992-05-12,Married,Diploma,Jakarta,DKI Jakarta,2018-06-23,Active,4,8,1004,Remote,Permanent
1310,Gladys Putri,Female,26,1999-07-26,Married,Bachelor,Surabaya,Jawa Timur,2023-07-07,Active,4,8,1004,Surabaya Office,Permanent
1311,Olivia Kusuma,Female,32,1993-07-21,Married,Bachelor,Surabaya,Jawa Timur,2019-02-12,Active,6,14,1006,Surabaya Office,Permanent
1312,Eko Hakim,Male,28,1997-05-04,Single,High School,Jakarta,DKI Jakarta,2021-03-16,Active,7,10,1007,Jakarta HQ,Permanent
1313,Irfan Anwar,Male,22,2003-04-03,Married,Doctorate,Bandung,Jawa Barat,2024-10-25,Active,1,1,1001,Bandung Office,Permanent
1314,Joko Anggraini,Male,30,1995-07-03,Single,High School,Jakarta,DKI Jakarta,2020-03-07,Active,7,10,1007,Jakarta HQ,Intern
1315,Erika Hartono,Female,31,1994-04-15,Married,Bachelor,Bekasi,Jawa Barat,2017-09-16,Active,6,14,1006,Jakarta HQ,Permanent
1316,Lestari Siregar,Female,23,2002-05-16,Divorced,Bachelor,Jakarta,DKI Jakarta,2023-07-24,Active,5,11,1005,Remote,Permanent
1317,Bella Hartono,Female,30,1995-01-19,Single,Bachelor,Tangerang,Banten,2017-03-05,Active,1,3,1001,Remote,Permanent
1318,Satria Susilo,Male,30,1995-02-05,Single,Master,Jakarta,DKI Jakarta,2022-07-06,Active,2,5,1002,Jakarta HQ,Permanent
1319,Irfan Kusuma,Male,36,1989-08-23,Single,Bachelor,Jakarta,DKI Jakarta,2015-01-22,Active,1,4,1001,Jakarta HQ,Permanent
1320,Joko Anwar,Male,26,1999-05-18,Single,High School,Jakarta,DKI Jakarta,2023-03-15,Active,2,5,1002,Jakarta HQ,Contract
1321,Eko Hutapea,Male,32,1993-04-17,Single,Diploma,Jakarta,DKI Jakarta,2017-01-25,Active,7,10,1007,Jakarta HQ,Permanent
1322,Candra Santoso,Male,27,1998-08-07,Married,Bachelor,Bekasi,Jawa Barat,2024-10-16,Active,1,2,1001,Jakarta HQ,Permanent
1323,Nanda Tanjung,Male,23,2002-08-26,Single,Bachelor,Bekasi,Jawa Barat,2025-05-01,Active,3,1,1003,Jakarta HQ,Contract
1324,Umi Saputra,Female,25,2000-09-04,Single,Bachelor,Bekasi,Jawa Barat,2025-07-06,Active,2,5,1002,Jakarta HQ,Permanent
1325,Rina Manurung,Female,41,1984-11-15,Single,Diploma,Jakarta,DKI Jakarta,2016-09-11,Active,6,14,1006,Jakarta HQ,Intern
1326,Lestari Hidayat,Female,31,1994-07-25,Married,Bachelor,Semarang,Jawa Tengah,2019-03-28,Active,4,8,1004,Jakarta HQ,Permanent
1327,Erika Cahyani,Female,30,1995-12-02,Single,Bachelor,Bandung,Jawa Barat,2020-10-25,Active,6,14,1006,Bandung Office,Contract
1328,Ika Simanjuntak,Female,34,1991-02-02,Single,Bachelor,Jakarta,DKI Jakarta,2015-05-06,Active,1,3,1001,Jakarta HQ,Permanent
1329,Vania Halim,Female,24,2001-08-27,Married,Master,Jakarta,DKI Jakarta,2025-06-01,Active,4,7,1004,Jakarta HQ,Permanent
1330,Hadi Wibowo,Male,37,1988-11-28,Married,Bachelor,Depok,Jawa Barat,2015-10-30,Resigned,8,9,1008,Jakarta HQ,Permanent
1331,Yudi Cahyani,Male,29,1996-10-19,Single,Bachelor,Bandung,Jawa Barat,2025-07-11,Active,2,5,1002,Bandung Office,Permanent
1332,Indra Sutanto,Male,38,1987-12-05,Single,Bachelor,Bekasi,Jawa Barat,2022-03-01,Active,4,8,1004,Jakarta HQ,Permanent
1333,Doni Hidayat,Male,23,2002-02-22,Married,Bachelor,Jakarta,DKI Jakarta,2022-03-31,Active,2,5,1002,Jakarta HQ,Permanent
1334,Erika Wijaya,Female,29,1996-04-22,Single,Master,Surabaya,Jawa Timur,2022-08-15,Terminated,3,15,1003,Surabaya Office,Contract
1335,Wahyu Pertiwi,Male,30,1995-08-16,Married,Bachelor,Jakarta,DKI Jakarta,2024-05-16,Active,8,9,1008,Jakarta HQ,Permanent
1336,Tania Lestari,Female,28,1997-10-22,Married,Diploma,Jakarta,DKI Jakarta,2025-06-24,Active,6,13,1006,Jakarta HQ,Permanent
1337,Tania Iskandar,Female,38,1987-01-10,Married,Bachelor,Denpasar,Bali,2016-07-08,Active,1,4,1001,Jakarta HQ,Permanent
1338,Faisal Simanjuntak,Male,37,1988-01-02,Single,Bachelor,Jakarta,DKI Jakarta,2021-02-04,Active,1,2,1001,Jakarta HQ,Permanent
1339,Rina Kusuma,Female,32,1993-01-18,Single,Bachelor,Jakarta,DKI Jakarta,2020-07-10,Active,2,6,1002,Jakarta HQ,Intern
1340,Mario Susilo,Male,28,1997-05-20,Married,Master,Bekasi,Jawa Barat,2023-03-18,Active,5,11,1005,Jakarta HQ,Contract
1341,Joko Manurung,Male,24,2001-06-03,Married,Master,Jakarta,DKI Jakarta,2025-07-30,Active,2,5,1002,Jakarta HQ,Permanent
1342,Rina Setiawan,Female,28,1997-04-04,Married,Bachelor,Jakarta,DKI Jakarta,2023-07-31,Active,3,15,1003,Jakarta HQ,Permanent
1343,Wahyu Halim,Male,24,2001-09-28,Single,Bachelor,Jakarta,DKI Jakarta,2022-04-25,Active,1,1,1001,Jakarta HQ,Permanent
1344,Olivia Santoso,Female,41,1984-02-06,Single,Bachelor,Tangerang,Banten,2015-02-27,Active,9,17,1009,Jakarta HQ,Permanent
1345,Mario Nasution,Male,34,1991-09-21,Married,Bachelor,Jakarta,DKI Jakarta,2024-02-09,Active,7,10,1007,Jakarta HQ,Permanent
1346,Jihan Anggraini,Female,36,1989-05-15,Single,Master,Surabaya,Jawa Timur,2016-06-01,Active,10,18,1010,Surabaya Office,Permanent
1347,Erika Handayani,Female,37,1988-09-04,Single,Bachelor,Medan,Sumatera Utara,2022-01-07,Active,8,9,1008,Medan Office,Permanent
1348,Fitri Kusuma,Female,27,1998-12-21,Single,Bachelor,Jakarta,DKI Jakarta,2024-08-30,Active,4,7,1004,Jakarta HQ,Permanent
1349,Anto Wijaya,Male,24,2001-06-19,Single,Bachelor,Yogyakarta,DI Yogyakarta,2024-08-10,Active,9,16,1009,Remote,Permanent
1350,Irfan Santoso,Male,22,2003-10-25,Single,Master,Bandung,Jawa Barat,2023-10-27,Active,4,7,1004,Bandung Office,Permanent
1351,Edwin Handayani,Male,35,1990-10-01,Single,Diploma,Jakarta,DKI Jakarta,2021-01-26,Active,4,8,1004,Jakarta HQ,Permanent
1352,Tania Manurung,Female,35,1990-05-11,Single,Bachelor,Jakarta,DKI Jakarta,2023-10-08,Active,3,2,1003,Jakarta HQ,Permanent
1353,Novi Iskandar,Female,22,2003-02-25,Single,Bachelor,Jakarta,DKI Jakarta,2023-05-21,Resigned,4,7,1004,Jakarta HQ,Permanent
1354,Cahyo Siregar,Male,36,1989-12-07,Divorced,Bachelor,Jakarta,DKI Jakarta,2013-10-06,Active,1,3,1001,Jakarta HQ,Permanent
1355,Vino Kusuma,Male,46,1979-03-20,Single,Bachelor,Bandung,Jawa Barat,2013-02-23,Active,9,17,1009,Bandung Office,Permanent
1356,Faisal Pertiwi,Male,25,2000-10-14,Single,Bachelor,Jakarta,DKI Jakarta,2022-10-10,Active,9,16,1009,Jakarta HQ,Permanent
1357,Leo Hidayat,Male,38,1987-01-04,Married,Diploma,Jakarta,DKI Jakarta,2019-05-13,Active,7,10,1007,Jakarta HQ,Contract
1358,Citra Maulana,Female,50,1975-03-21,Married,Diploma,Yogyakarta,DI Yogyakarta,2015-02-03,Active,9,17,1009,Jakarta HQ,Permanent
1359,Bunga Permana,Female,35,1990-11-11,Divorced,Bachelor,Makassar,Sulawesi Selatan,2019-10-01,Resigned,4,8,1004,Jakarta HQ,Contract
1360,Hadi Putri,Male,37,1988-06-23,Married,Master,Bandung,Jawa Barat,2024-06-15,Active,4,8,1004,Bandung Office,Permanent
1361,Candra Santoso,Male,23,2002-08-17,Married,Master,Medan,Sumatera Utara,2025-02-27,Active,2,5,1002,Remote,Permanent
1362,Jihan Maulana,Female,25,2000-12-02,Married,Bachelor,Surabaya,Jawa Timur,2022-04-18,Resigned,2,5,1002,Surabaya Office,Permanent
1363,Gita Siregar,Female,44,1981-01-19,Single,Bachelor,Jakarta,DKI Jakarta,2018-07-19,Active,1,4,1001,Jakarta HQ,Permanent
